CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
34013021100,New Jersey,Essex County,1,4802,2060,0,10.0,0.21,0,0,0,0,0,0,2.8,160357.0,0,1,0,1,0,0,0,0,48.0,3149.0,48.0,0.0,176.0,0.0,3149.0,65.57,176.0,3.66,770.0,16.04,442.0,9.2,2803.0,58.37,95.0,1.98,162.0,3.37,0.0,0.0,1.0,0.01,88.0,1.84,236.0,4.91,30.0,1.47,9.0,0.42,48.0,1.0,0.0,0.0,12.0,0.26,5.0,0.11,45.0,0.93,2.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,3.0,0.07,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.0,1028.0,1063.0,4297.0,143.0,237.0,0.0,1.0,124.0,322.0,84.0,13.0
34013021200,New Jersey,Essex County,1,3569,1365,0,9.0,0.25,0,0,0,0,0,0,5.3,163643.0,1,1,1,1,1,0,0,0,1754.0,3216.0,1754.0,190.0,399.0,190.0,3216.0,90.1,399.0,11.17,834.0,23.36,418.0,11.72,2949.0,82.62,43.0,1.22,121.0,3.38,0.0,0.01,2.0,0.07,100.0,2.81,184.0,5.16,25.0,1.84,37.0,2.73,1754.0,49.16,190.0,5.31,466.0,13.06,221.0,6.2,1622.0,45.45,19.0,0.52,64.0,1.79,0.0,0.0,1.0,0.03,49.0,1.37,94.0,2.63,17.0,1.22,19.0,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.0,949.0,470.0,3266.0,53.0,138.0,1.0,3.0,108.0,214.0,24.0,39.0
34013021300,New Jersey,Essex County,1,5642,1947,0,455.0,8.06,0,0,0,0,0,0,2.8,146154.0,1,1,1,1,1,0,0,0,1128.0,3589.0,1128.0,211.0,471.0,211.0,3589.0,63.62,471.0,8.34,679.0,12.04,939.0,16.64,3049.0,54.04,107.0,1.89,352.0,6.24,1.0,0.02,0.0,0.0,81.0,1.44,214.0,3.79,46.0,2.35,5.0,0.27,1128.0,20.0,211.0,3.74,239.0,4.24,230.0,4.08,934.0,16.55,36.0,0.64,125.0,2.21,1.0,0.02,0.0,0.0,33.0,0.58,76.0,1.35,22.0,1.13,2.0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.0,1127.0,1357.0,4905.0,164.0,442.0,1.0,1.0,129.0,343.0,71.0,8.0
34013021400,New Jersey,Essex County,1,6769,2576,0,351.0,5.19,0,0,0,0,0,0,1.5,165478.0,0,1,0,1,0,0,0,0,211.0,3349.0,211.0,1.0,104.0,1.0,3349.0,49.48,104.0,1.54,720.0,10.63,765.0,11.3,3079.0,45.49,46.0,0.68,176.0,2.61,0.0,0.0,4.0,0.06,44.0,0.65,178.0,2.62,35.0,1.34,17.0,0.67,211.0,3.12,1.0,0.01,48.0,0.7,55.0,0.81,192.0,2.83,2.0,0.03,11.0,0.16,0.0,0.0,0.0,0.0,7.0,0.1,13.0,0.2,0.0,0.0,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,1375.0,1590.0,6142.0,142.0,369.0,0.0,5.0,111.0,384.0,190.0,37.0
34013021601,New Jersey,Essex County,1,7466,2645,0,0.0,0.0,0,0,0,0,1,0,0.9,135465.0,1,1,1,1,1,0,0,1,1681.0,5480.0,1681.0,196.0,642.0,196.0,5480.0,73.39,642.0,8.6,1189.0,15.93,1199.0,16.06,5203.0,69.69,34.0,0.46,145.0,1.94,0.0,0.0,5.0,0.07,92.0,1.24,267.0,3.57,142.0,5.36,0.0,0.0,1681.0,22.51,196.0,2.62,336.0,4.5,426.0,5.7,1622.0,21.73,4.0,0.05,31.0,0.42,0.0,0.0,0.0,0.0,24.0,0.32,68.0,0.91,54.0,2.04,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,810.0,1686.0,1528.0,7081.0,51.0,189.0,0.0,21.0,124.0,384.0,144.0,0.0
34013021602,New Jersey,Essex County,1,6183,2092,0,0.0,0.0,0,0,0,0,0,0,1.8,200938.0,1,1,1,1,1,0,0,0,5009.0,6183.0,5009.0,292.0,334.0,292.0,6183.0,100.0,334.0,5.4,1685.0,27.25,870.0,14.07,5669.0,91.69,45.0,0.73,354.0,5.73,0.0,0.0,2.0,0.03,113.0,1.83,260.0,4.21,29.0,1.38,0.0,0.0,5009.0,81.01,292.0,4.72,1368.0,22.12,724.0,11.7,4582.0,74.1,39.0,0.64,294.0,4.75,0.0,0.0,2.0,0.03,92.0,1.48,224.0,3.62,20.0,0.94,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.0,1685.0,870.0,5669.0,45.0,354.0,0.0,2.0,113.0,260.0,39.0,0.0
34013021701,New Jersey,Essex County,1,3567,1533,0,4.0,0.11,0,0,0,0,0,0,7.2,147273.0,0,1,0,1,0,0,0,0,,859.0,,,169.0,,859.0,24.09,169.0,4.74,230.0,6.46,99.0,2.78,777.0,21.78,15.0,0.43,34.0,0.94,0.0,0.0,0.0,0.0,33.0,0.94,75.0,2.1,1.0,0.05,6.0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.0,760.0,478.0,3074.0,101.0,200.0,3.0,4.0,185.0,370.0,59.0,26.0
34013021702,New Jersey,Essex County,1,4255,1826,0,463.0,10.88,0,0,0,0,0,0,8.4,105802.0,0,1,0,1,0,0,0,0,8.0,1136.0,8.0,2.0,204.0,2.0,1136.0,26.7,204.0,4.79,131.0,3.08,314.0,7.38,1026.0,24.1,46.0,1.08,35.0,0.81,0.0,0.0,1.0,0.03,29.0,0.68,60.0,1.41,39.0,2.14,19.0,1.02,8.0,0.2,2.0,0.04,0.0,0.0,3.0,0.07,8.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.0,687.0,779.0,3714.0,159.0,169.0,0.0,4.0,209.0,416.0,89.0,65.0
34013021801,New Jersey,Essex County,1,2678,900,0,6.0,0.22,0,0,0,0,0,0,4.1,173603.0,1,1,1,1,1,0,0,0,1128.0,2592.0,1128.0,76.0,155.0,76.0,2592.0,96.8,155.0,5.78,667.0,24.89,411.0,15.34,2441.0,91.17,31.0,1.17,98.0,3.66,0.0,0.0,1.0,0.04,20.0,0.76,98.0,3.67,26.0,2.9,0.0,0.0,1128.0,42.11,76.0,2.82,291.0,10.85,171.0,6.37,1069.0,39.93,11.0,0.42,35.0,1.31,0.0,0.0,1.0,0.04,11.0,0.41,47.0,1.75,16.0,1.77,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,685.0,418.0,2521.0,35.0,98.0,0.0,1.0,23.0,107.0,23.0,0.0
34013021802,New Jersey,Essex County,1,3505,1327,0,221.0,6.31,0,0,0,0,0,0,1.0,145278.0,0,1,0,1,0,0,0,0,270.0,1841.0,270.0,28.0,179.0,28.0,1841.0,52.52,179.0,5.11,311.0,8.88,683.0,19.5,1689.0,48.18,36.0,1.04,76.0,2.17,2.0,0.04,0.0,0.01,37.0,1.07,72.0,2.05,92.0,6.96,5.0,0.37,270.0,7.69,28.0,0.79,59.0,1.68,48.0,1.37,250.0,7.14,3.0,0.08,14.0,0.39,0.0,0.0,0.0,0.0,3.0,0.08,9.0,0.26,4.0,0.32,1.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0,671.0,994.0,3164.0,60.0,198.0,2.0,1.0,80.0,179.0,211.0,10.0
34013021803,New Jersey,Essex County,1,4576,1686,0,0.0,0.0,0,0,0,0,0,0,1.3,133446.0,0,1,0,1,0,0,0,0,465.0,3319.0,465.0,42.0,297.0,42.0,3319.0,72.52,297.0,6.49,880.0,19.23,495.0,10.83,3191.0,69.73,24.0,0.53,54.0,1.18,0.0,0.0,0.0,0.0,50.0,1.08,161.0,3.51,43.0,2.53,0.0,0.0,465.0,10.17,42.0,0.92,125.0,2.73,90.0,1.96,434.0,9.48,10.0,0.21,16.0,0.34,0.0,0.0,0.0,0.0,6.0,0.13,27.0,0.59,4.0,0.22,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.0,1164.0,682.0,4311.0,41.0,125.0,0.0,3.0,96.0,237.0,74.0,0.0
34013022700,New Jersey,Essex County,1,3192,1263,0,96.0,3.01,0,0,0,0,0,1,41.6,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1613.0,891.0,368.0,333.0,2492.0,13.0,0.0,2.0,352.0,601.0,689.0,527.0
34013022800,New Jersey,Essex County,1,2367,898,0,168.0,7.1,0,0,0,0,0,1,44.5,29519.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431.0,683.0,316.0,59.0,2219.0,2.0,0.0,8.0,79.0,185.0,483.0,378.0
34013022900,New Jersey,Essex County,1,4170,1295,0,1694.0,40.62,0,1,0,1,1,1,39.6,38229.0,0,1,0,1,0,0,0,1,,1678.0,,,853.0,,1678.0,40.23,853.0,20.46,337.0,8.09,119.0,2.86,206.0,4.94,1184.0,28.4,98.0,2.36,0.0,0.0,4.0,0.1,185.0,4.43,304.0,7.28,570.0,44.02,180.0,13.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.0,581.0,184.0,856.0,2351.0,462.0,1.0,22.0,478.0,776.0,721.0,263.0
34013023000,New Jersey,Essex County,1,3262,1143,0,376.0,11.53,0,0,0,0,0,1,61.1,18703.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110.0,854.0,474.0,270.0,2669.0,2.0,1.0,11.0,309.0,564.0,713.0,579.0
34013023100,New Jersey,Essex County,1,2519,759,0,41.0,1.63,0,0,0,0,0,1,29.4,46548.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1259.0,873.0,124.0,67.0,2297.0,2.0,1.0,13.0,139.0,212.0,210.0,167.0
34013023200,New Jersey,Essex County,1,3453,1144,0,10.0,0.29,0,0,0,0,0,1,40.4,33269.0,0,0,0,0,0,0,0,0,,10.0,,,6.0,,10.0,0.28,6.0,0.17,4.0,0.12,0.0,0.0,3.0,0.09,4.0,0.11,0.0,0.01,0.0,0.0,0.0,0.0,3.0,0.08,4.0,0.13,1.0,0.08,1.0,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.0,1275.0,159.0,332.0,2792.0,8.0,0.0,7.0,314.0,672.0,354.0,344.0
34013980100,New Jersey,Essex County,1,3557,0,1,3557.0,100.0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,,198.0,,,0.0,,198.0,5.56,0.0,0.0,0.0,0.0,2.0,0.04,43.0,1.21,140.0,3.92,1.0,0.02,0.0,0.0,0.0,0.01,14.0,0.4,38.0,1.06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,27.0,774.0,2511.0,12.0,0.0,5.0,255.0,677.0,0.0,0.0
34013980200,New Jersey,Essex County,1,1173,4,1,1157.0,98.64,0,0,0,0,0,0,0.0,,0,1,0,1,0,0,0,0,31.0,1166.0,31.0,0.0,0.0,0.0,1166.0,99.38,0.0,0.0,2.0,0.17,8.0,0.68,243.0,20.7,817.0,69.65,2.0,0.17,0.0,0.0,3.0,0.26,101.0,8.61,170.0,14.49,0.0,0.0,0.0,0.0,31.0,2.68,0.0,0.0,0.0,0.0,6.0,0.51,13.0,1.15,17.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,2.0,0.17,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,8.0,250.0,817.0,2.0,0.0,3.0,101.0,170.0,0.0,0.0
34015500100,New Jersey,Gloucester County,1,4288,1755,0,2.0,0.05,0,0,0,0,1,0,11.0,86897.0,1,1,1,1,1,0,0,1,793.0,3474.0,793.0,243.0,1028.0,243.0,3474.0,81.02,1028.0,23.97,717.0,16.72,399.0,9.3,3074.0,71.7,182.0,4.24,62.0,1.45,1.0,0.03,5.0,0.12,150.0,3.49,227.0,5.29,198.0,11.28,278.0,15.82,793.0,18.49,243.0,5.67,152.0,3.56,105.0,2.44,718.0,16.74,34.0,0.79,5.0,0.12,0.0,0.0,2.0,0.05,35.0,0.81,73.0,1.7,45.0,2.54,65.0,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1138.0,876.0,499.0,3839.0,210.0,64.0,2.0,7.0,166.0,258.0,203.0,315.0
34015500201,New Jersey,Gloucester County,1,2537,980,0,3.0,0.12,0,0,0,0,0,0,4.9,93056.0,1,1,1,1,1,0,0,0,2518.0,2537.0,2518.0,464.0,467.0,464.0,2537.0,99.99,467.0,18.4,542.0,21.36,335.0,13.2,2390.0,94.2,52.0,2.05,32.0,1.26,1.0,0.04,1.0,0.04,61.0,2.4,103.0,4.06,88.0,8.99,114.0,11.62,2518.0,99.25,464.0,18.3,540.0,21.29,334.0,13.15,2375.0,93.63,51.0,2.02,31.0,1.22,1.0,0.04,1.0,0.03,59.0,2.31,101.0,3.97,88.0,8.98,113.0,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,542.0,335.0,2390.0,52.0,32.0,1.0,1.0,61.0,103.0,75.0,101.0
34015500202,New Jersey,Gloucester County,1,4943,1838,0,8.0,0.16,0,0,0,0,0,0,3.7,83324.0,1,1,1,1,1,0,0,0,3796.0,4943.0,3796.0,754.0,1019.0,754.0,4943.0,100.0,1019.0,20.62,1188.0,24.03,601.0,12.16,4360.0,88.21,369.0,7.47,74.0,1.5,2.0,0.04,4.0,0.08,134.0,2.71,140.0,2.83,94.0,5.1,256.0,13.91,3796.0,76.79,754.0,15.25,905.0,18.3,487.0,9.85,3429.0,69.38,215.0,4.36,61.0,1.23,1.0,0.01,3.0,0.06,87.0,1.75,100.0,2.03,71.0,3.87,194.0,10.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.0,1188.0,601.0,4360.0,369.0,74.0,2.0,4.0,134.0,140.0,91.0,231.0
34015500203,New Jersey,Gloucester County,1,4727,1988,0,0.0,0.0,0,0,0,0,0,0,8.0,99130.0,1,1,1,1,1,0,0,0,640.0,3524.0,640.0,108.0,624.0,108.0,3524.0,74.55,624.0,13.19,715.0,15.13,497.0,10.51,3279.0,69.37,120.0,2.54,55.0,1.15,0.0,0.0,6.0,0.13,64.0,1.35,109.0,2.3,74.0,3.74,120.0,6.04,640.0,13.54,108.0,2.28,124.0,2.63,109.0,2.3,611.0,12.92,14.0,0.3,6.0,0.12,0.0,0.0,2.0,0.04,7.0,0.15,13.0,0.27,11.0,0.57,21.0,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.0,985.0,628.0,4387.0,177.0,74.0,0.0,7.0,82.0,153.0,94.0,148.0
34015500204,New Jersey,Gloucester County,1,6070,2559,0,127.0,2.09,0,0,0,0,1,0,1.0,125742.0,1,1,1,1,1,0,0,1,5072.0,5898.0,5072.0,436.0,490.0,436.0,5898.0,97.17,490.0,8.08,1314.0,21.66,811.0,13.36,4972.0,81.91,540.0,8.9,210.0,3.46,0.0,0.0,7.0,0.12,169.0,2.78,246.0,4.06,130.0,5.07,93.0,3.64,5072.0,83.56,436.0,7.19,1099.0,18.11,685.0,11.29,4168.0,68.66,533.0,8.78,201.0,3.31,0.0,0.0,6.0,0.1,164.0,2.71,227.0,3.74,128.0,5.01,83.0,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0,1372.0,823.0,5134.0,549.0,211.0,0.0,7.0,169.0,252.0,126.0,94.0
34015500205,New Jersey,Gloucester County,1,3400,1464,0,0.0,0.0,0,0,0,0,0,0,5.3,84194.0,1,1,1,1,1,0,0,0,3086.0,3400.0,3086.0,687.0,707.0,687.0,3400.0,100.0,707.0,20.8,605.0,17.79,729.0,21.44,3012.0,88.59,267.0,7.85,24.0,0.71,0.0,0.0,6.0,0.18,91.0,2.68,83.0,2.44,13.0,0.9,67.0,4.54,3086.0,90.76,687.0,20.22,526.0,15.46,685.0,20.13,2718.0,79.95,254.0,7.47,23.0,0.68,0.0,0.0,6.0,0.18,84.0,2.48,83.0,2.44,11.0,0.76,62.0,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,764.0,605.0,729.0,3012.0,267.0,24.0,0.0,6.0,91.0,83.0,14.0,69.0
34015500300,New Jersey,Gloucester County,1,3036,1092,0,16.0,0.53,1,1,1,0,0,1,9.7,75795.0,1,1,1,1,1,0,0,0,3036.0,3036.0,3036.0,835.0,835.0,835.0,3036.0,100.0,835.0,27.5,700.0,23.06,349.0,11.5,2923.0,96.28,41.0,1.35,18.0,0.59,0.0,0.0,5.0,0.16,49.0,1.61,62.0,2.04,25.0,2.25,145.0,13.26,3036.0,100.0,835.0,27.5,700.0,23.06,349.0,11.5,2923.0,96.28,41.0,1.35,18.0,0.59,0.0,0.0,5.0,0.16,49.0,1.61,62.0,2.04,25.0,2.25,145.0,13.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0,700.0,349.0,2923.0,41.0,18.0,0.0,5.0,49.0,62.0,26.0,137.0
34015500400,New Jersey,Gloucester County,1,6097,2286,0,8.0,0.13,1,1,1,1,1,1,22.0,55759.0,1,1,1,1,1,0,0,1,1599.0,4008.0,1599.0,278.0,1115.0,278.0,4008.0,65.73,1115.0,18.29,1081.0,17.72,468.0,7.68,2612.0,42.85,1079.0,17.7,28.0,0.47,3.0,0.05,16.0,0.26,269.0,4.42,331.0,5.43,222.0,9.71,356.0,15.59,1599.0,26.23,278.0,4.55,342.0,5.62,230.0,3.77,1334.0,21.88,160.0,2.62,13.0,0.22,0.0,0.0,7.0,0.12,85.0,1.4,95.0,1.56,30.0,1.3,149.0,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,1724.0,698.0,3322.0,2239.0,43.0,4.0,21.0,468.0,542.0,440.0,598.0
34015500500,New Jersey,Gloucester County,1,4899,1946,0,8.0,0.16,0,0,0,0,0,0,10.4,84306.0,0,1,0,1,0,0,0,0,64.0,1199.0,64.0,16.0,239.0,16.0,1199.0,24.48,239.0,4.89,236.0,4.81,198.0,4.04,1130.0,23.07,32.0,0.66,8.0,0.16,0.0,0.0,0.0,0.0,29.0,0.59,14.0,0.29,45.0,2.29,39.0,1.99,64.0,1.3,16.0,0.34,17.0,0.34,7.0,0.14,55.0,1.13,4.0,0.08,3.0,0.06,0.0,0.0,0.0,0.0,2.0,0.03,0.0,0.0,5.0,0.25,2.0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.0,1025.0,883.0,4567.0,196.0,37.0,0.0,3.0,96.0,115.0,146.0,159.0
34015500600,New Jersey,Gloucester County,0,9555,3262,0,130.0,1.36,0,0,0,0,1,0,3.4,149403.0,0,0,0,0,0,0,0,1,,,,,,,9532.0,99.76,644.0,6.74,2607.0,27.28,995.0,10.41,8428.0,88.21,560.0,5.86,345.0,3.61,5.0,0.05,13.0,0.14,181.0,1.89,289.0,3.02,104.0,3.2,67.0,2.04,9161.0,95.88,623.0,6.52,2523.0,26.41,926.0,9.69,8097.0,84.74,538.0,5.63,335.0,3.5,4.0,0.04,13.0,0.13,175.0,1.84,280.0,2.93,100.0,3.07,63.0,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0,2610.0,1007.0,8451.0,560.0,345.0,5.0,13.0,181.0,289.0,112.0,67.0
34015500701,New Jersey,Gloucester County,1,7988,3187,0,0.0,0.0,0,0,0,0,0,0,5.5,107247.0,1,1,1,1,1,0,0,0,3349.0,5810.0,3349.0,555.0,994.0,555.0,5810.0,72.73,994.0,12.44,1448.0,18.12,816.0,10.21,5411.0,67.74,190.0,2.38,67.0,0.84,0.0,0.0,6.0,0.08,136.0,1.7,186.0,2.33,85.0,2.68,181.0,5.69,3349.0,41.93,555.0,6.95,925.0,11.58,351.0,4.39,3100.0,38.81,116.0,1.45,34.0,0.42,0.0,0.0,4.0,0.05,96.0,1.2,111.0,1.39,33.0,1.02,96.0,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1496.0,1912.0,1108.0,7434.0,275.0,92.0,0.0,11.0,176.0,257.0,150.0,252.0
34015500702,New Jersey,Gloucester County,1,5781,2031,0,2.0,0.03,0,0,0,0,0,0,1.8,101071.0,1,1,1,1,1,0,0,0,1059.0,3757.0,1059.0,79.0,278.0,79.0,3757.0,64.98,278.0,4.82,953.0,16.48,424.0,7.33,3619.0,62.6,38.0,0.66,47.0,0.81,0.0,0.0,9.0,0.15,43.0,0.75,73.0,1.27,41.0,2.02,37.0,1.8,1059.0,18.32,79.0,1.37,273.0,4.72,119.0,2.06,1026.0,17.74,19.0,0.33,8.0,0.14,0.0,0.0,0.0,0.0,6.0,0.1,7.0,0.12,14.0,0.68,10.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,1438.0,630.0,5525.0,80.0,69.0,0.0,16.0,91.0,152.0,55.0,58.0
34015500703,New Jersey,Gloucester County,0,1448,501,0,12.0,0.83,0,0,0,0,0,0,5.7,119327.0,0,0,0,0,0,0,0,0,,,,,,,1448.0,100.0,146.0,10.08,322.0,22.24,207.0,14.3,1381.0,95.37,25.0,1.73,7.0,0.48,1.0,0.07,4.0,0.28,30.0,2.07,40.0,2.76,5.0,1.0,26.0,5.21,1387.0,95.76,140.0,9.65,305.0,21.08,200.0,13.8,1322.0,91.33,24.0,1.66,7.0,0.48,1.0,0.07,4.0,0.28,28.0,1.94,39.0,2.69,5.0,0.96,25.0,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,322.0,207.0,1381.0,25.0,7.0,1.0,4.0,30.0,40.0,5.0,26.0
34015500800,New Jersey,Gloucester County,1,2278,829,0,5.0,0.22,0,0,0,0,0,0,2.8,141250.0,1,1,1,1,1,0,0,0,1502.0,2278.0,1502.0,114.0,173.0,114.0,2278.0,100.0,173.0,7.58,571.0,25.07,289.0,12.69,2193.0,96.27,21.0,0.92,24.0,1.05,1.0,0.04,3.0,0.13,36.0,1.58,31.0,1.36,25.0,2.98,11.0,1.31,1502.0,65.92,114.0,4.99,375.0,16.48,192.0,8.44,1445.0,63.45,12.0,0.53,19.0,0.83,1.0,0.02,3.0,0.13,22.0,0.95,16.0,0.71,16.0,1.98,7.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,571.0,289.0,2193.0,21.0,24.0,1.0,3.0,36.0,31.0,24.0,10.0
34015500900,New Jersey,Gloucester County,1,3055,1081,0,8.0,0.26,0,0,0,0,0,0,3.2,88125.0,1,1,1,1,1,0,0,0,1039.0,2880.0,1039.0,153.0,424.0,153.0,2880.0,94.28,424.0,13.87,661.0,21.62,382.0,12.49,2680.0,87.73,100.0,3.26,44.0,1.44,1.0,0.03,3.0,0.1,52.0,1.72,71.0,2.34,32.0,2.96,69.0,6.36,1039.0,34.0,153.0,5.0,229.0,7.51,126.0,4.14,976.0,31.95,31.0,1.0,7.0,0.23,0.0,0.0,2.0,0.05,24.0,0.77,30.0,0.97,22.0,2.02,26.0,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439.0,690.0,415.0,2840.0,104.0,50.0,1.0,5.0,55.0,74.0,32.0,74.0
